drug,cell_line,auc_pset1,auc_pset2,ABC,cluster,SEEDING_DENSITY_gdsc1,SEEDING_DENSITY_gdsc2,density_diff
unc0638,cvcl_1306,0.027039080437335272,0.10764422771081972,0.11655215997759051,0,,625.0,
bms345541,cvcl_1700,0.0492498873081304,0.17982744268044604,0.11654590936443089,0,,625.0,
zm447439,cvcl_1667,0.29178335755739604,0.35546622049594767,0.1165428793963919,0,15000.0,500.0,14500.0
elesclomol,cvcl_1865,0.4359320806035468,0.5119351461388364,0.11651360461701223,0,12500.0,750.0,11750.0
azd8055,cvcl_0008,0.20529764846500131,0.31821867396153114,0.1165017881237679,0,11500.0,1250.0,10250.0
sepantroniumbromide,cvcl_0036,0.7510619210469759,0.6396800827228042,0.11650032933081651,0,,325.0,
cisplatin,cvcl_0379,0.0018060612300105916,0.10352675876534312,0.11649955877186711,0,50000.0,1250.0,48750.0
cisplatin,cvcl_0379,0.0018060612300105916,0.10352675876534312,0.11649955877186711,0,25000.0,1250.0,23750.0
cisplatin,cvcl_0379,0.0018060612300105916,0.10352675876534312,0.11649955877186711,0,19000.0,1250.0,17750.0
bms754807,cvcl_0079,0.20410753227478462,0.30034875518357274,0.11649949585988234,0,,625.0,
vinblastine,cvcl_1302,0.24258279853108644,0.13326192117601554,0.11649494324712603,0,3000.0,1250.0,1750.0
foretinib,cvcl_1488,0.17568398449309452,0.07024177599885695,0.11649261722968819,0,,625.0,
dactolisib,cvcl_5991,0.4049751443200227,0.2749045682619098,0.11648885277784568,0,700.0,500.0,200.0
azd8055,cvcl_1776,0.3587224597118357,0.3560253918189047,0.11648331414699367,0,900.0,300.0,600.0
azd1332,cvcl_1286,0.176311865130242,0.07519051677119104,0.11648309760857543,0,600.0,625.0,25.0
pictilisib,cvcl_0832,0.2745909665908167,0.13135142278313328,0.11647698414014844,0,800.0,150.0,650.0
pictilisib,cvcl_0832,0.2745909665908167,0.13135142278313328,0.11647698414014844,0,700.0,150.0,550.0
pictilisib,cvcl_0832,0.2745909665908167,0.13135142278313328,0.11647698414014844,0,400.0,150.0,250.0
pictilisib,cvcl_0832,0.2745909665908167,0.13135142278313328,0.11647698414014844,0,350.0,150.0,200.0
vorinostat,cvcl_1360,0.1570915479505688,0.2165123632999464,0.11647468250253896,0,1600.0,500.0,1100.0
bosutinib,cvcl_0005,0.1461583356268812,0.029119617446193957,0.11646833576672319,0,7000.0,400.0,6600.0
azd6738,cvcl_1059,0.19849717790828914,0.22444607488809654,0.11646146962759871,0,325.0,150.0,175.0
zm447439,cvcl_3160,0.14075895188218124,0.10677930314439454,0.11645683856073301,0,800.0,500.0,300.0
foretinib,cvcl_1784,0.37166446565673894,0.23129974872177417,0.11644800263280723,0,,625.0,
docetaxel,cvcl_2104,0.31638844075252226,0.22591488324991615,0.11640605998248663,0,900.0,300.0,600.0
pictilisib,cvcl_1209,0.20235241885877464,0.2900282466965648,0.11640387456691366,0,5000.0,625.0,4375.0
pictilisib,cvcl_1209,0.20235241885877464,0.2900282466965648,0.11640387456691366,0,3200.0,625.0,2575.0
mirin,cvcl_1517,0.15181113243462752,0.13595849171862817,0.1163794281514546,0,400.0,150.0,250.0
navitoclax,cvcl_1701,0.06082269410653973,0.2057616475481835,0.11637404664286256,0,1500.0,150.0,1350.0
navitoclax,cvcl_1701,0.06082269410653973,0.2057616475481835,0.11637404664286256,0,,150.0,
foretinib,cvcl_1256,0.2869499068922914,0.18691981798557855,0.11637311630034851,0,,1250.0,
mim1,cvcl_1084,0.00795268285464501,0.1036722412117621,0.11636829988497781,0,,150.0,
foretinib,cvcl_1097,0.17938227947262553,0.16628447211756658,0.11636267576756602,0,,900.0,
afatinib,cvcl_1119,0.17311122388905942,0.30982466564407096,0.11635565119206716,0,1600.0,350.0,1250.0
afatinib,cvcl_1119,0.17311122388905942,0.30982466564407096,0.11635565119206716,0,1400.0,350.0,1050.0
dasatinib,cvcl_1641,0.4400087451575443,0.3309041946885958,0.11635496819518913,0,,1250.0,
vinblastine,cvcl_1453,0.48131372003520456,0.435820481779286,0.11635344715760497,0,3000.0,2500.0,500.0
nu7441,cvcl_1357,0.050307243155477854,1.1255060705650521e-07,0.11634052126063121,0,6250.0,1250.0,5000.0
docetaxel,cvcl_1866,0.16002016602368918,0.28772214939912977,0.11633794450620799,0,5000.0,900.0,4100.0
vorinostat,cvcl_1819,0.3534828565404433,0.26511827620486306,0.11633595675604565,0,25000.0,1500.0,23500.0
vorinostat,cvcl_0076,0.28115918342408597,0.21371602064626138,0.11633521096604452,0,6250.0,325.0,5925.0
vorinostat,cvcl_0076,0.28115918342408597,0.21371602064626138,0.11633521096604452,0,4000.0,325.0,3675.0
sepantroniumbromide,cvcl_1636,0.8530425745424353,0.7441952430029091,0.11632633784322532,0,,625.0,
bx795,cvcl_1179,0.16036864525524142,0.23321232104343248,0.1163256065329309,0,12500.0,1250.0,11250.0
foretinib,cvcl_1415,0.3052885287390472,0.19067190609280693,0.11631959557189751,0,,325.0,
ibet762,cvcl_1236,0.39870211775244657,0.28989818183821314,0.11631075338808132,0,,800.0,
azd5438,cvcl_1126,0.23206715631855568,0.19390761607652207,0.11630708441035553,0,6000.0,625.0,5375.0
azd7762,cvcl_1398,0.5096709094834111,0.401335217169155,0.11630588996749715,0,5000.0,600.0,4400.0
azd7762,cvcl_1398,0.5096709094834111,0.401335217169155,0.11630588996749715,0,1600.0,600.0,1000.0
azd6738,cvcl_0618,0.33743213109211834,0.3807414536301119,0.11630228563944212,0,3250.0,1250.0,2000.0
mim1,cvcl_1783,0.08497556215503888,0.012962912908538793,0.11629611577325125,0,,325.0,
azd5582,cvcl_1062,0.20442475440868557,0.1550212636156647,0.11628138275805999,0,9000.0,325.0,8675.0
lestaurtinib,cvcl_1056,0.39685318417375126,0.39136481066373885,0.11627410331179479,0,400.0,250.0,150.0
lestaurtinib,cvcl_1412,0.21196123102522302,0.3509159570497107,0.11626516783599741,0,1600.0,1250.0,350.0
azd7762,cvcl_1771,0.4341696754173967,0.32384878980110277,0.11626386591078923,0,4000.0,625.0,3375.0
lestaurtinib,cvcl_3768,0.2750242877918765,0.10776396637447705,0.11626072356505934,0,1400.0,625.0,775.0
mirin,cvcl_1336,0.1723641082768499,0.09313032406990052,0.1162389666595682,0,650.0,300.0,350.0
luminespib,cvcl_1059,0.5175675414308023,0.4784028974225476,0.11622059434413652,0,,150.0,
vx11e,cvcl_1373,0.1651791563309981,0.10763626704362173,0.11620862865472649,0,,400.0,
foretinib,cvcl_1096,0.029627147287255018,0.15267692003672473,0.11620056338605556,0,,400.0,
azd2014,cvcl_1798,0.4801047187283246,0.321043653271876,0.11618437790152665,0,350.0,150.0,200.0
tw37,cvcl_1151,0.2886978011545034,0.36378184098336486,0.11618045316719465,0,1600.0,625.0,975.0
bortezomib,cvcl_1534,0.25750847498485674,0.24788124000598089,0.11617870264457503,0,,3000.0,
sn38,cvcl_1300,0.36325863533638136,0.24815038711109016,0.11617089489593713,0,1000.0,850.0,150.0
sepantroniumbromide,cvcl_1049,0.8219386462651137,0.9381195900118489,0.11615672357003481,0,,325.0,
pictilisib,cvcl_1812,0.31775781853781837,0.19589588705603223,0.11615172438964295,0,4000.0,625.0,3375.0
luminespib,cvcl_1171,0.34964257041401914,0.33142142312293166,0.11614724956939797,0,,150.0,
azd4547,cvcl_1581,0.8875797402034012,0.7726010267018428,0.1161357018287828,0,3125.0,900.0,2225.0
azd4547,cvcl_1581,0.8875797402034012,0.7726010267018428,0.1161357018287828,0,2500.0,900.0,1600.0
azd5438,cvcl_1780,0.3747352276943948,0.26497984405609143,0.11613300703971736,0,600.0,100.0,500.0
zm447439,cvcl_1644,0.10731561800343214,1.3739215872776711e-06,0.11612499001918909,0,300.0,625.0,325.0
luminespib,cvcl_1697,0.4631665582328168,0.3994665458268425,0.11612192276853255,0,,325.0,
yk4279,cvcl_1566,0.1588122366910727,0.25607521445959913,0.11611927955071102,0,4000.0,300.0,3700.0
pevonedistat,cvcl_8787,0.4239122664478825,0.3266424975376324,0.11611716457190628,0,400.0,150.0,250.0
afatinib,cvcl_1511,0.3132326646517487,0.4204323207657885,0.11611542540816584,0,400.0,250.0,150.0
methotrexate,cvcl_2036,0.09658821527918537,0.21990879442932132,0.11611300497346132,0,1563.0,625.0,938.0
sn38,cvcl_5986,0.920198940864319,0.810404908016199,0.1161127787182043,0,1250.0,150.0,1100.0
sn38,cvcl_5986,0.920198940864319,0.810404908016199,0.1161127787182043,0,600.0,150.0,450.0
nu7441,cvcl_1793,0.13952529757854815,0.027107240489193885,0.11610701493613912,0,50000.0,400.0,49600.0
nu7441,cvcl_1793,0.13952529757854815,0.027107240489193885,0.11610701493613912,0,3125.0,400.0,2725.0
docetaxel,cvcl_0032,0.25218083166800853,0.09696812393675303,0.11610507990983676,0,1000.0,625.0,375.0
docetaxel,cvcl_0032,0.25218083166800853,0.09696812393675303,0.11610507990983676,0,800.0,625.0,175.0
daporinad,cvcl_0360,0.5858139282379948,0.6747134116802556,0.1160737770345121,0,700.0,150.0,550.0
trametinib,cvcl_1348,0.15221593968817093,0.27134938078606863,0.11606951519335894,0,700.0,100.0,600.0
bosutinib,cvcl_1616,0.16352022362021112,0.09491121291407889,0.11606114477437285,0,500.0,150.0,350.0
bosutinib,cvcl_1616,0.16352022362021112,0.09491121291407889,0.11606114477437285,0,450.0,150.0,300.0
azd8055,cvcl_2060,0.5356675321682206,0.41533624293944393,0.11603481421676483,0,200.0,150.0,50.0
bms536924,cvcl_1236,0.20419600351666956,0.33538221224016007,0.116017003119163,0,4250.0,400.0,3850.0
bms536924,cvcl_1236,0.20419600351666956,0.33538221224016007,0.116017003119163,0,,400.0,
azd7762,cvcl_1128,0.283588348771589,0.39058318877302933,0.11601186967109872,0,4000.0,500.0,3500.0
azd7762,cvcl_1128,0.283588348771589,0.39058318877302933,0.11601186967109872,0,3500.0,500.0,3000.0
palbociclib,cvcl_1075,0.2244207715745915,0.2603687583838452,0.11600670797178829,0,50000.0,1250.0,48750.0
palbociclib,cvcl_1075,0.2244207715745915,0.2603687583838452,0.11600670797178829,0,25000.0,1250.0,23750.0
palbociclib,cvcl_1075,0.2244207715745915,0.2603687583838452,0.11600670797178829,0,,1250.0,
5fluorouracil,cvcl_1192,0.3370000586803099,0.21664414636235063,0.11599794906838735,0,,400.0,
yk4279,cvcl_0419,0.19530832941800502,0.21480471047127891,0.11598951189612369,0,1500.0,400.0,1100.0
azd8186,cvcl_2061,0.3799017027631768,0.26180889625808224,0.11598494892319565,0,1300.0,350.0,950.0
yk4279,cvcl_1295,0.22682491874814648,0.19327027863719326,0.11596597252386794,0,800.0,325.0,475.0
vinorelbine,cvcl_1444,0.26269439284564366,0.3876020005881925,0.11596470544268785,0,,625.0,
dactolisib,cvcl_1547,0.1953613532919929,0.0709604741447466,0.1159605806057899,0,1000.0,1250.0,250.0
sn38,cvcl_1231,0.37302768315212587,0.25330855678454567,0.11593498057777035,0,400.0,300.0,100.0
palbociclib,cvcl_0079,0.6120326735163423,0.4879299048740996,0.11592205045870908,0,12500.0,625.0,11875.0
palbociclib,cvcl_0079,0.6120326735163423,0.4879299048740996,0.11592205045870908,0,6250.0,625.0,5625.0
yk4279,cvcl_1520,0.10091239467489621,0.2249931646208848,0.11589919301061974,0,1300.0,325.0,975.0
methotrexate,cvcl_1327,0.4605873998761685,0.36081116367319876,0.11589321253781319,0,50000.0,1250.0,48750.0
methotrexate,cvcl_1327,0.4605873998761685,0.36081116367319876,0.11589321253781319,0,20000.0,1250.0,18750.0
dactolisib,cvcl_1337,0.18804266888487042,0.2114482648104936,0.11588444018827536,0,200.0,150.0,50.0
bleomycin50um,cvcl_1684,0.3269563722089509,0.44808463529540987,0.11587791768908365,0,3000.0,325.0,2675.0
tw37,cvcl_1377,0.23189940238349116,0.3319187053036853,0.11586585288002245,0,2200.0,1250.0,950.0
tw37,cvcl_1377,0.23189940238349116,0.3319187053036853,0.11586585288002245,0,2000.0,1250.0,750.0
gsk269962a,cvcl_1865,0.3491855295641716,0.24099149667545572,0.11586453571060545,0,12500.0,750.0,11750.0
pf4708671,cvcl_1851,0.08838119190624782,0.22327446605922563,0.11586148073441074,0,25000.0,1250.0,23750.0
palbociclib,cvcl_1851,0.4252519095812429,0.4229424996718598,0.11585509631766912,0,25000.0,1250.0,23750.0
bleomycin,cvcl_0023,0.2473793577314226,0.29704354551541556,0.11583559464823551,0,,125.0,
vorinostat,cvcl_0202,0.12502828263224974,0.19728556381416462,0.11582180647093009,0,2500.0,625.0,1875.0
yk4279,cvcl_1411,0.3769521124954458,0.25678046722654546,0.11582102261511619,0,1200.0,1025.0,175.0
bms345541,cvcl_1258,0.12976621578965852,0.014584632703664502,0.11579158246923965,0,,325.0,
mirin,cvcl_1577,0.08999464077699038,0.011354096474272879,0.11578820059882525,0,800.0,300.0,500.0
bortezomib,cvcl_2213,0.255849716137457,0.16763881735298203,0.11576229253778586,0,,400.0,
axitinib,cvcl_5986,0.10307522522221946,0.0002120583053166758,0.1157618449803244,0,600.0,150.0,450.0
navitoclax,cvcl_0626,0.3276827292228356,0.21177903375072715,0.1157612363839794,0,2200.0,625.0,1575.0
dactolisib,cvcl_0334,0.4791892526551125,0.3479043305734091,0.11575705465582314,0,1000.0,325.0,675.0
dactolisib,cvcl_0334,0.4791892526551125,0.3479043305734091,0.11575705465582314,0,700.0,325.0,375.0
lestaurtinib,cvcl_1377,0.35518209408493573,0.4167467416925157,0.11575517196300066,0,1800.0,1250.0,550.0
azd1332,cvcl_1299,0.20909134599207813,0.07236728894264643,0.11575473974065367,0,750.0,625.0,125.0
azd7762,cvcl_1575,0.2964398403542442,0.1940105461834526,0.11574977814159672,0,800.0,400.0,400.0
azd7762,cvcl_1575,0.2964398403542442,0.1940105461834526,0.11574977814159672,0,400.0,400.0,0.0
dactolisib,cvcl_3076,0.14976533493937072,0.13766205250393038,0.11574763891837293,0,200.0,400.0,200.0
zm447439,cvcl_1443,0.0689615281200745,0.20889600418561916,0.11574314351466196,0,1600.0,150.0,1450.0
gefitinib,cvcl_1067,0.1947268947895,0.16168979072340928,0.11572529379693472,0,1600.0,200.0,1400.0
daporinad,cvcl_1083,0.6235115214857765,0.7188947127309717,0.11572322659596344,0,650.0,200.0,450.0
bleomycin,cvcl_2091,0.1346477016397789,0.19365780084289863,0.11571411454635464,0,,625.0,
talazoparib,cvcl_6774,0.29895127420596546,0.16608146884552355,0.1157088339025831,0,400.0,200.0,200.0
lestaurtinib,cvcl_1542,0.26702661965718555,0.2819117532478329,0.11569700111529586,0,12500.0,1500.0,11000.0
sb505124,cvcl_1877,0.15219472598711736,0.13251666105959237,0.11568641901420286,0,9000.0,625.0,8375.0
sb505124,cvcl_1877,0.15219472598711736,0.13251666105959237,0.11568641901420286,0,,625.0,
obatoclaxmesylate,cvcl_0511,0.4359394522452462,0.5440993013493036,0.11567171555682056,0,,400.0,
vorinostat,cvcl_1727,0.21980586312283645,0.08273256415838204,0.11567003535508177,0,1800.0,1250.0,550.0
azd5438,cvcl_1638,0.3056565240981499,0.20615564491908778,0.11566932803832101,0,3500.0,1250.0,2250.0
palbociclib,cvcl_a385,0.23898621116285834,0.26305613675307704,0.11565156484024237,0,2500.0,325.0,2175.0
azd6738,cvcl_1036,0.10298182695822877,0.18653416343453177,0.11564605485697851,0,1100.0,300.0,800.0
luminespib,cvcl_0599,0.37940588487296767,0.41030820850065575,0.11558500856499734,0,,400.0,
vx11e,cvcl_2060,0.09350237531155514,0.24338311332697415,0.11558410113019654,0,,150.0,
vinorelbine,cvcl_0236,0.43237923018777014,0.3266654161524458,0.115583196034086,0,,300.0,
luminespib,cvcl_3076,0.35358777237282346,0.22709328391381578,0.11556664338649147,0,,400.0,
docetaxel,cvcl_5993,0.44175632315517477,0.34650172694219694,0.1155584698892143,0,700.0,150.0,550.0
azd8055,cvcl_u996,0.2892616046184051,0.3454785681028093,0.11555498249468313,0,3500.0,325.0,3175.0
wee1inhibitor,cvcl_1380,0.05809571714804407,0.07598448592185092,0.11555065331396835,0,50000.0,1500.0,48500.0
wee1inhibitor,cvcl_1380,0.05809571714804407,0.07598448592185092,0.11555065331396835,0,12500.0,1500.0,11000.0
azd8055,cvcl_2787,0.2563747016267057,0.3571703273701903,0.11554689232189576,0,1600.0,400.0,1200.0
yk4279,cvcl_0017,0.3371079536009145,0.44801106024618886,0.11553981583431837,0,6250.0,400.0,5850.0
zm447439,cvcl_2119,0.2635945474869742,0.3842926820857684,0.11553927006476583,0,10000.0,625.0,9375.0
azd7762,cvcl_0599,0.24968636973915692,0.1608934202072574,0.11553623362372616,0,1600.0,400.0,1200.0
azd7762,cvcl_0599,0.24968636973915692,0.1608934202072574,0.11553623362372616,0,800.0,400.0,400.0
refametinib,cvcl_1332,0.7390706135633736,0.6340371167399278,0.11553548417514896,0,12500.0,625.0,11875.0
refametinib,cvcl_1332,0.7390706135633736,0.6340371167399278,0.11553548417514896,0,4000.0,625.0,3375.0
refametinib,cvcl_1332,0.7390706135633736,0.6340371167399278,0.11553548417514896,0,3500.0,625.0,2875.0
navitoclax,cvcl_1645,0.5524099894053787,0.4267807802391358,0.11549316564935136,0,6250.0,200.0,6050.0
navitoclax,cvcl_1645,0.5524099894053787,0.4267807802391358,0.11549316564935136,0,5000.0,200.0,4800.0
plx4720,cvcl_1137,0.26245898357376474,0.3633245958841511,0.11548903752591515,0,1600.0,400.0,1200.0
azd7762,cvcl_0035,0.22568159715893388,0.12330770198385843,0.11548172447212203,0,800.0,325.0,475.0
azd7762,cvcl_0035,0.22568159715893388,0.12330770198385843,0.11548172447212203,0,700.0,325.0,375.0
bms536924,cvcl_1730,0.14244739555406927,0.04424892913915679,0.11546742914466362,0,650.0,625.0,25.0
bms536924,cvcl_1730,0.14244739555406927,0.04424892913915679,0.11546742914466362,0,,625.0,
foretinib,cvcl_1701,0.2535239002483467,0.318187730827429,0.11545677823151498,0,,150.0,
bms345541,cvcl_1160,0.03608208875983454,0.11763637570186147,0.1154545211433938,0,,150.0,
pictilisib,cvcl_1301,0.2690366306381159,0.3385115061662196,0.11545413788544788,0,1600.0,150.0,1450.0
pictilisib,cvcl_1301,0.2690366306381159,0.3385115061662196,0.11545413788544788,0,900.0,150.0,750.0
sepantroniumbromide,cvcl_1074,0.947683866831049,0.8312827703456188,0.11545221219003007,0,,500.0,
foretinib,cvcl_1754,0.18522361357423245,0.3069758579335987,0.11545023753574747,0,,1250.0,
bortezomib,cvcl_0258,0.1277030488231029,0.24420959856787539,0.11544460850418753,0,,1250.0,
lestaurtinib,cvcl_2908,0.4199234118175077,0.29984496119047166,0.11542374367015716,0,800.0,150.0,650.0
vorinostat,cvcl_1692,0.10913581578593978,0.23041185584808277,0.11541537594268496,0,1600.0,325.0,1275.0
refametinib,cvcl_0181,0.2810479196894926,0.4022528071699,0.11540830627295193,0,6250.0,625.0,5625.0
refametinib,cvcl_0181,0.2810479196894926,0.4022528071699,0.11540830627295193,0,4000.0,625.0,3375.0
refametinib,cvcl_0181,0.2810479196894926,0.4022528071699,0.11540830627295193,0,3800.0,625.0,3175.0
refametinib,cvcl_0181,0.2810479196894926,0.4022528071699,0.11540830627295193,0,3125.0,625.0,2500.0
jq1,cvcl_1091,0.4563456263074901,0.42850570829770285,0.11540632768015201,0,800.0,325.0,475.0
jq1,cvcl_1091,0.4563456263074901,0.42850570829770285,0.11540632768015201,0,,325.0,
sepantroniumbromide,cvcl_1566,0.8774323831271342,0.7529680011026018,0.11539820346885286,0,,300.0,
gemcitabine,cvcl_1314,0.41066606005363426,0.24900196377505213,0.11539778621748285,0,20000.0,5000.0,15000.0
gemcitabine,cvcl_1314,0.41066606005363426,0.24900196377505213,0.11539778621748285,0,,5000.0,
vorinostat,cvcl_l911,0.3928872843610087,0.29214838845045366,0.11539495232308208,0,4400.0,2500.0,1900.0
5fluorouracil,cvcl_0270,0.4581590633728003,0.3122588125797141,0.11539120974055136,0,,300.0,
mirin,cvcl_1069,0.100102632160184,0.11196955823740762,0.1153754829110339,0,25000.0,2500.0,22500.0
entinostat,cvcl_0236,0.08402926457729087,1.562012572553506e-05,0.11536861429082496,0,,300.0,
plx4720,cvcl_1097,0.5491949907185765,0.40921920264961564,0.11536013504238415,0,1800.0,762.5,1037.5
plx4720,cvcl_1097,0.5491949907185765,0.40921920264961564,0.11536013504238415,0,1700.0,762.5,937.5
plx4720,cvcl_1097,0.5491949907185765,0.40921920264961564,0.11536013504238415,0,800.0,762.5,37.5
vinblastine,cvcl_2194,0.4388545122127826,0.42539627537273594,0.11535330844220787,0,400.0,400.0,0.0
azd6738,cvcl_1818,0.2705822713386268,0.37054112133391703,0.11535167865035825,0,12500.0,2000.0,10500.0
zm447439,cvcl_1522,0.07412308843642124,0.14477750978903536,0.11533367863459702,0,7500.0,625.0,6875.0
5fluorouracil,cvcl_0006,0.3600052652778666,0.2979883394076557,0.11533159799268843,0,,1000.0,
azd7762,cvcl_1214,0.4631881998780424,0.5797437183795573,0.11533015170283889,0,4000.0,500.0,3500.0
azd7762,cvcl_1214,0.4631881998780424,0.5797437183795573,0.11533015170283889,0,3600.0,500.0,3100.0
tanespimycin,cvcl_1774,0.16321841268513837,0.21392474814482387,0.11532942390348432,0,4500.0,787.5,3712.5
tanespimycin,cvcl_1774,0.16321841268513837,0.21392474814482387,0.11532942390348432,0,4000.0,787.5,3212.5
tanespimycin,cvcl_1774,0.16321841268513837,0.21392474814482387,0.11532942390348432,0,3200.0,787.5,2412.5
tanespimycin,cvcl_1774,0.16321841268513837,0.21392474814482387,0.11532942390348432,0,1400.0,787.5,612.5
pevonedistat,cvcl_1150,0.08844196408282556,0.10740378513335558,0.11531081683953248,0,12500.0,1000.0,11500.0
pevonedistat,cvcl_1150,0.08844196408282556,0.10740378513335558,0.11531081683953248,0,9500.0,1000.0,8500.0
bms754807,cvcl_1139,0.16519375152489246,0.13438934751215936,0.11530352533378642,0,,300.0,
talazoparib,cvcl_t023,0.3089005410477219,0.09041032495069878,0.11529521386519374,0,450.0,300.0,150.0
azd7762,cvcl_1111,0.3921852531131379,0.48803493691341426,0.11529139170341474,0,1600.0,250.0,1350.0
pevonedistat,cvcl_1114,0.17053565249293123,0.10342614488419377,0.11528607569500228,0,2000.0,400.0,1600.0
talazoparib,cvcl_0258,0.24703108375346172,0.1712875608982043,0.11528019525444926,0,7500.0,1250.0,6250.0
eht1864,cvcl_2418,0.0372072730272085,0.11349341723403616,0.11527482772783872,0,3000.0,1250.0,1750.0
sn38,cvcl_0062,0.1644876784151419,0.10058697132540628,0.11526159212454186,0,400.0,100.0,300.0
sn38,cvcl_0062,0.1644876784151419,0.10058697132540628,0.11526159212454186,0,350.0,100.0,250.0
bleomycin50um,cvcl_1236,0.08958974943229536,0.17266859906588705,0.11524396829391088,0,4250.0,400.0,3850.0
foretinib,cvcl_0445,0.08805451463016856,0.10398439551128036,0.11523796222531964,0,,625.0,
sn38,cvcl_1325,0.14147316982024194,0.13750945164787975,0.11523759503117678,0,50000.0,900.0,49100.0
sn38,cvcl_1325,0.14147316982024194,0.13750945164787975,0.11523759503117678,0,6250.0,900.0,5350.0
sn38,cvcl_1325,0.14147316982024194,0.13750945164787975,0.11523759503117678,0,5000.0,900.0,4100.0
dactolisib,cvcl_1103,0.20995533885990159,0.3206220508204256,0.11522825112815796,0,17500.0,1250.0,16250.0
vorinostat,cvcl_1657,0.2663427180342416,0.1958877025667587,0.11522640728011832,0,20000.0,625.0,19375.0
vorinostat,cvcl_1657,0.2663427180342416,0.1958877025667587,0.11522640728011832,0,6250.0,625.0,5625.0
vinorelbine,cvcl_1768,0.19198854530747467,0.28730232847766335,0.11522210435573729,0,,1250.0,
wee1inhibitor,cvcl_1609,0.05244146831444463,0.05638436194447605,0.11521528332617087,0,6250.0,1250.0,5000.0
wee1inhibitor,cvcl_1609,0.05244146831444463,0.05638436194447605,0.11521528332617087,0,3125.0,1250.0,1875.0
vorinostat,cvcl_1404,0.25440812485708975,0.11129337972488373,0.11521118038718176,0,1500.0,625.0,875.0
vx11e,cvcl_1327,0.09776823252987243,0.03129781829464384,0.1152094196350507,0,,1250.0,
pictilisib,cvcl_1603,0.28012617251830396,0.38622692650703516,0.11519304240114944,0,5000.0,500.0,4500.0
pictilisib,cvcl_1603,0.28012617251830396,0.38622692650703516,0.11519304240114944,0,4000.0,500.0,3500.0
vinblastine,cvcl_1326,0.5898675536241158,0.5832804770866435,0.11518905828089086,0,50000.0,2500.0,47500.0
vinblastine,cvcl_1326,0.5898675536241158,0.5832804770866435,0.11518905828089086,0,22000.0,2500.0,19500.0
unc0638,cvcl_1334,0.03178727153071992,0.12492856775239347,0.11518606200487054,0,,1500.0,
azd7762,cvcl_3116,0.5204010990741446,0.37610555127658407,0.1151814785248611,0,2000.0,325.0,1675.0
azd7762,cvcl_3116,0.5204010990741446,0.37610555127658407,0.1151814785248611,0,1600.0,325.0,1275.0
azd7762,cvcl_3116,0.5204010990741446,0.37610555127658407,0.1151814785248611,0,1200.0,325.0,875.0
refametinib,cvcl_1355,0.18254016863940148,0.2475550800534979,0.11517836416657619,0,1600.0,500.0,1100.0
refametinib,cvcl_1355,0.18254016863940148,0.2475550800534979,0.11517836416657619,0,1250.0,500.0,750.0
tw37,cvcl_1650,0.3106716472381229,0.20279445792822492,0.11517679522897936,0,25000.0,2500.0,22500.0
alisertib,cvcl_1075,0.32757967542539457,0.3885367635163969,0.11515102239745997,0,,1250.0,
lestaurtinib,cvcl_1657,0.4328886943941598,0.38598309104660056,0.11513683167916068,0,20000.0,625.0,19375.0
lestaurtinib,cvcl_1657,0.4328886943941598,0.38598309104660056,0.11513683167916068,0,6250.0,625.0,5625.0
obatoclaxmesylate,cvcl_1768,0.2784637021764893,0.29682170474152425,0.11513611515967338,0,,1250.0,
sn38,cvcl_0017,0.17644438610553348,0.2500664234067018,0.11513498071215031,0,25000.0,400.0,24600.0
sn38,cvcl_0017,0.17644438610553348,0.2500664234067018,0.11513498071215031,0,6250.0,400.0,5850.0
mirin,cvcl_1102,0.15267252939759535,0.049629637196314524,0.1151281833850285,0,250.0,625.0,375.0
bms754807,cvcl_1522,0.157613519270958,0.20297591999532882,0.1150704359185085,0,,625.0,
navitoclax,cvcl_1419,0.07728804337000628,0.0055146701775496965,0.11505806301878968,0,2500.0,1250.0,1250.0
tanespimycin,cvcl_1355,0.32831046918109097,0.22912372066662479,0.11504510074673586,0,1600.0,500.0,1100.0
azd6738,cvcl_1517,0.16956964721164025,0.17445889930733305,0.11504075049088958,0,400.0,150.0,250.0
vorinostat,cvcl_0317,0.2474058716895755,0.16642954213097372,0.11503813431036716,0,200.0,625.0,425.0
azd5582,cvcl_1569,0.05374999197431907,0.14368952929977963,0.11503239897698583,0,6250.0,2500.0,3750.0
azd1332,cvcl_0511,0.11475178452570078,0.008211649025482437,0.11501549607804999,0,4500.0,400.0,4100.0
mim1,cvcl_1444,0.015482268508090091,0.103150726015513,0.11500971888080008,0,,625.0,
bms754807,cvcl_1221,0.1953051120500655,0.103548677061716,0.11500093651766784,0,,325.0,
methotrexate,cvcl_1776,0.10869523501803924,0.0007650898705554576,0.11498545572088506,0,900.0,300.0,600.0
pevonedistat,cvcl_1050,0.1596015000209502,0.05130793942398337,0.1149821290102745,0,500.0,325.0,175.0
daporinad,cvcl_6c19,0.7887992753118077,0.7988762453051976,0.11497574410155466,0,400.0,100.0,300.0
paclitaxel,cvcl_2208,0.17257525284966446,0.13080038016016649,0.11497216406076309,0,,1250.0,
vinorelbine,cvcl_1484,0.08897662641928616,0.1840880174494236,0.11496722191513568,0,,325.0,
vinorelbine,cvcl_0623,0.1446625680432465,0.0967724686163075,0.11495633996679211,0,,400.0,
