drug,cell_line,auc_ccle,auc_gdsc,ABC,cluster,SEEDING_DENSITY,density_ccle,density_diff
sorafenib,cvcl_1630,0.07792847439048234,0.17305743104327187,0.1458686993069223,0,800.0,250,550.0
crizotinib,cvcl_0320,0.011691858187292237,0.1018051287029208,0.14565061989113143,0,200.0,250,50.0
palbociclib,cvcl_0023,0.07757787689854057,0.1093427651947727,0.14529952655893744,0,87.5,250,162.5
pd0325901,cvcl_0326,0.1810281336053493,0.30373420301147436,0.14526702720220125,0,200.0,250,50.0
palbociclib,cvcl_1619,0.2013008346575541,0.17353988943580934,0.14513909056416138,0,625.0,250,375.0
paclitaxel,cvcl_0028,0.48758113697703787,0.3044378336656133,0.14512801375730972,0,625.0,250,375.0
erlotinib,cvcl_1476,0.15422196137945732,0.2757745552381474,0.14487597464958302,0,1000.0,250,750.0
topotecan,cvcl_1430,0.33808516271524836,0.31525966060776933,0.14469425848329734,0,150.0,250,100.0
topotecan,cvcl_2124,0.34096925358024,0.35938380133479575,0.14341213929785945,0,3000.0,250,2750.0
sorafenib,cvcl_2047,0.09568333384123573,0.0024095421486116653,0.1433454857024277,0,325.0,250,75.0
sorafenib,cvcl_1192,0.008445309745318208,0.053075396384940854,0.14330928099371185,0,400.0,250,150.0
topotecan,cvcl_1710,0.27957373474860814,0.13708594612083558,0.14330516799369314,0,333.333333333333,250,83.33333333333297
nilotinib,cvcl_1517,0.05395973433750201,0.11537517717078194,0.14313484496831239,0,150.0,250,100.0
lapatinib,cvcl_1355,0.15699393470746537,0.2724226754874287,0.1429954965949291,0,500.0,250,250.0
topotecan,cvcl_0132,0.3115803158196403,0.44039717665673384,0.14277268161044912,0,150.0,250,100.0
selumetinib,cvcl_0152,0.31898431179204856,0.22705026405253648,0.14263453033983303,0,1000.0,250,750.0
topotecan,cvcl_0623,0.2851567859829528,0.1402522802875188,0.14258504876059416,0,400.0,250,150.0
topotecan,cvcl_1488,0.34415301584695057,0.21195936686549655,0.14251025609430762,0,625.0,250,375.0
paclitaxel,cvcl_1688,0.15399646100255748,0.2901140776377973,0.14246864024644704,0,100.0,250,150.0
topotecan,cvcl_1050,0.2652863405944851,0.13193970100711627,0.14228360454629074,0,325.0,250,75.0
sorafenib,cvcl_0153,0.1493919180616936,0.00954752064790354,0.14216878877766229,0,325.0,250,75.0
selumetinib,cvcl_1514,0.12923050333152264,0.27785826997714547,0.1418030029414909,0,325.0,250,75.0
topotecan,cvcl_2092,0.3942642731943963,0.4658238448498384,0.14156709327472985,0,450.0,250,200.0
topotecan,cvcl_0374,0.301717519370963,0.3416630701242259,0.14142536293748403,0,2500.0,250,2250.0
topotecan,cvcl_1281,0.1752003430088631,0.3058138031818445,0.14135898876255432,0,200.0,250,50.0
lapatinib,cvcl_1806,0.1372990553968566,0.10256964085064468,0.14099939413249343,0,400.0,250,150.0
irinotecan,cvcl_1097,0.29077887760202537,0.1158771392665433,0.14089748048882308,0,762.5,250,512.5
crizotinib,cvcl_1087,0.02151169143113807,0.16231379269818724,0.14068753846511362,0,625.0,250,375.0
crizotinib,cvcl_0291,0.012165688630486282,0.09915982771241205,0.14067243367871318,0,125.0,250,125.0
nilotinib,cvcl_0621,0.11918302274685544,0.032829723099890074,0.14059242559104687,0,400.0,250,150.0
pd0325901,cvcl_3143,0.4810880036385208,0.3429661129836612,0.14056863244973766,0,325.0,250,75.0
nilotinib,cvcl_1259,0.06710852589017624,0.02366223231864395,0.14032976630644386,0,1000.0,250,750.0
topotecan,cvcl_1776,0.41021085044109795,0.32191134764101836,0.14027489151623743,0,300.0,250,50.0
crizotinib,cvcl_1632,0.13617814675569273,0.2523064787299423,0.1398692253106195,0,1250.0,250,1000.0
sorafenib,cvcl_0134,0.12149617557963122,0.2256375015459171,0.13985305957226002,0,250.0,250,0.0
selumetinib,cvcl_1624,0.3930139099811366,0.2845396408434854,0.13947041307860877,0,150.0,250,100.0
crizotinib,cvcl_2067,0.0598364274621036,0.021952647298009165,0.13939039919030713,0,300.0,250,50.0
plx4720,cvcl_0218,0.40149417820684097,0.2605145736064596,0.1391514379966008,0,,250,
erlotinib,cvcl_1535,0.12408973256186029,0.1663874584565228,0.13875685212423136,0,400.0,250,150.0
sorafenib,cvcl_1590,0.006592785318471406,0.1354539469714705,0.13853054714924254,0,1250.0,250,1000.0
lapatinib,cvcl_1287,0.059439413465936286,0.17162964079223875,0.13851439839202453,0,150.0,250,100.0
topotecan,cvcl_1717,0.31539821679061353,0.17899409932500177,0.13805247951727298,0,625.0,250,375.0
topotecan,cvcl_2061,0.3625939207810771,0.45761142311929026,0.13782547613921925,0,350.0,250,100.0
crizotinib,cvcl_0065,0.18756072212955965,0.0768858700656001,0.13773857375128762,0,1250.0,250,1000.0
lapatinib,cvcl_8787,0.09402585119002405,0.017382448091851077,0.1376306846266728,0,150.0,250,100.0
topotecan,cvcl_0426,0.348376203471253,0.21111478032699216,0.13752128655241833,0,200.0,250,50.0
selumetinib,cvcl_3509,0.32940714322204634,0.2502612692096928,0.1374233270156961,0,300.0,250,50.0
lapatinib,cvcl_1220,0.15542508152534595,0.05064655219915748,0.13711359506964713,0,625.0,250,375.0
palbociclib,cvcl_0099,0.1551624825002127,0.08281180550769307,0.13703220097982569,0,625.0,250,375.0
lapatinib,cvcl_1400,0.4461923756028048,0.5425183816579675,0.13661430644683295,0,650.0,250,400.0
topotecan,cvcl_1228,0.1772374227068858,0.22830664482576835,0.13624905903704937,0,150.0,250,100.0
erlotinib,cvcl_1067,0.1272318847758236,0.21779169393804187,0.1354653471403118,0,200.0,250,50.0
topotecan,cvcl_1287,0.44027503395797973,0.29646160601006477,0.13505957769043106,0,150.0,250,100.0
palbociclib,cvcl_0539,0.26189488097486824,0.1348933248558546,0.13478605004931227,0,500.0,250,250.0
selumetinib,cvcl_1299,0.28328410800770765,0.16201986568593008,0.13463779647897034,0,625.0,250,375.0
topotecan,cvcl_0313,0.15688315499763206,0.09293879386987214,0.1344393305927833,0,325.0,250,75.0
lapatinib,cvcl_1482,0.23245187940372536,0.3684465364147955,0.13419186121326915,0,400.0,250,150.0
topotecan,cvcl_1629,0.43602087583411264,0.3826516657545691,0.133966673613469,0,200.0,250,50.0
lapatinib,cvcl_1105,0.2368342281431164,0.17838741415468173,0.13390445825200875,0,150.0,250,100.0
topotecan,cvcl_1640,0.3041227037544728,0.18133051747988183,0.133629792957568,0,250.0,250,0.0
crizotinib,cvcl_1531,0.0936151758409276,0.15281007252898526,0.13349830854910613,0,150.0,250,100.0
crizotinib,cvcl_1170,0.4206781123617508,0.5035840227617221,0.13310038076046932,0,200.0,250,50.0
pd0325901,cvcl_0459,0.16467625714953216,0.26368250115019776,0.13277310082048893,0,75.0,250,175.0
sorafenib,cvcl_1699,0.10261742563493381,0.018354057235885568,0.13270528082887548,0,5000.0,250,4750.0
topotecan,cvcl_1345,0.1976304294172675,0.07485151683028601,0.1326795433809943,0,1000.0,250,750.0
paclitaxel,cvcl_0465,0.6296719965633496,0.5260600252303931,0.13263601465794583,0,500.0,250,250.0
topotecan,cvcl_6c19,0.2392198842650478,0.3426539444673744,0.1325878180472167,0,100.0,250,150.0
paclitaxel,cvcl_1640,0.7734216747847551,0.6346131257957587,0.1324978537724999,0,250.0,250,0.0
lapatinib,cvcl_1667,0.07632285971203734,0.1444609428531679,0.1324267307324353,0,500.0,250,250.0
erlotinib,cvcl_1485,0.2693847226032926,0.2064766739853484,0.1323651945055659,0,625.0,250,375.0
sorafenib,cvcl_1531,0.03467882534247002,0.09153148762650243,0.13219348201253764,0,150.0,250,100.0
topotecan,cvcl_1508,0.23027760798262353,0.36915860740909323,0.13211824562018715,0,400.0,250,150.0
topotecan,cvcl_0628,0.462656823889367,0.6067903394796027,0.132102069485173,0,150.0,250,100.0
selumetinib,cvcl_1114,0.29703216668659793,0.11157642228123377,0.13206902884789645,0,400.0,250,150.0
selumetinib,cvcl_0132,0.5209197825394678,0.39727394873211785,0.1320594020492173,0,150.0,250,100.0
topotecan,cvcl_0080,0.5948190515210614,0.5265373364398649,0.13196540990123154,0,625.0,250,375.0
nutlin3,cvcl_1381,0.05829316586905953,0.1251693309466313,0.1315077926483821,0,,250,
erlotinib,cvcl_2067,0.17001417789889706,0.18576958341945748,0.13147937348290387,0,300.0,250,50.0
erlotinib,cvcl_0630,0.21647103839400272,0.09611631282361388,0.13147825763755716,0,500.0,250,250.0
paclitaxel,cvcl_1097,0.34903358528044603,0.2351931398164142,0.13097318815537487,0,900.0,250,650.0
crizotinib,cvcl_0079,0.16763571554461532,0.24459646736083707,0.1308467525807488,0,625.0,250,375.0
crizotinib,cvcl_0012,0.12645235162032897,0.013168994929706357,0.13070065999343597,0,2500.0,250,2250.0
paclitaxel,cvcl_3612,0.7264261683239263,0.5909001002056022,0.13061772698674076,0,300.0,250,50.0
lapatinib,cvcl_0599,0.03148162927080833,0.07417300744288557,0.13060300823474555,0,400.0,250,150.0
lapatinib,cvcl_2891,0.05850927098400838,0.0010432233916244371,0.13041703630978527,0,300.0,250,50.0
erlotinib,cvcl_0065,0.039363152693596026,0.046307908487111415,0.12958191935167868,0,1250.0,250,1000.0
topotecan,cvcl_1759,0.15328789809130006,0.11797359319635814,0.12933262471258072,0,300.0,250,50.0
palbociclib,cvcl_8787,0.1823122345730701,0.0764533146569164,0.12920492805768513,0,150.0,250,100.0
sorafenib,cvcl_1694,0.10212352287247628,0.1725163082796879,0.12917467122236545,0,625.0,250,375.0
plx4720,cvcl_3509,0.09507694419755686,0.13960761685845025,0.12903641113976858,0,,250,
topotecan,cvcl_0065,0.5762254345825324,0.47178552260677287,0.12892377748210662,0,1250.0,250,1000.0
erlotinib,cvcl_1320,0.07212199427580912,0.050853787798243455,0.12879657450197815,0,400.0,250,150.0
crizotinib,cvcl_0378,0.00669597461065341,0.031739321176660895,0.12856114276103353,0,325.0,250,75.0
erlotinib,cvcl_0079,0.0325983286025181,0.07842216565029325,0.12849287734757223,0,625.0,250,375.0
lapatinib,cvcl_0539,0.10829684397884798,0.06328020565101788,0.12839405885208988,0,500.0,250,250.0
crizotinib,cvcl_1221,0.011734313599532031,0.10110773180474542,0.12774669800786903,0,325.0,250,75.0
crizotinib,cvcl_1650,0.028681633091590775,0.12786805901665577,0.1274333499498841,0,2500.0,250,2250.0
paclitaxel,cvcl_1619,0.17851382307562524,0.165017510295699,0.12725438002881118,0,625.0,250,375.0
palbociclib,cvcl_1053,0.17712928760155677,0.08096565697410507,0.12707400071001562,0,325.0,250,75.0
paclitaxel,cvcl_0291,0.5063170136678921,0.37272475381848014,0.12653634288742094,0,125.0,250,125.0
lapatinib,cvcl_0471,0.22036461048186207,0.05500727793717397,0.12602206742757868,0,300.0,250,50.0
selumetinib,cvcl_0186,0.2258365460844265,0.14658797499336051,0.1258468070249874,0,625.0,250,375.0
paclitaxel,cvcl_1845,0.3157241803998525,0.17498418807998228,0.1258223462287135,0,300.0,250,50.0
selumetinib,cvcl_1728,0.24736148229966615,0.11663800784440559,0.12569300094411343,0,325.0,250,75.0
plx4720,cvcl_0236,0.11749964541656788,0.132678029676223,0.12526653748821392,0,,250,
sorafenib,cvcl_0079,0.029570531668179245,0.11848421110589291,0.12503597859829338,0,625.0,250,375.0
sorafenib,cvcl_0131,0.006574776311665476,0.10028595262886641,0.12436344905147967,0,150.0,250,100.0
lapatinib,cvcl_1724,0.4385354210715682,0.31388638026504945,0.12428514689827065,0,250.0,250,0.0
plx4720,cvcl_1385,0.275384089713656,0.18920502780899262,0.1241651234830284,0,,250,
crizotinib,cvcl_0418,0.05766662989627791,0.010327868539606766,0.12406338968338139,0,400.0,250,150.0
crizotinib,cvcl_1787,0.1217794274936258,0.11678375401820562,0.12398682159699637,0,1000.0,250,750.0
crizotinib,cvcl_1517,0.012106726845387827,0.09964805423021639,0.123854700722873,0,150.0,250,100.0
lapatinib,cvcl_1052,0.11769408665854897,0.014087856240292407,0.123742461959227,0,87.5,250,162.5
topotecan,cvcl_1335,0.2427221884425298,0.12826468879395914,0.1236630405937988,0,300.0,250,50.0
crizotinib,cvcl_0459,0.04103019116049034,0.11591434207770068,0.12346832323938213,0,75.0,250,175.0
lapatinib,cvcl_1424,0.10820142560594537,0.10104302654831432,0.12307743626855192,0,1250.0,250,1000.0
paclitaxel,cvcl_0076,0.8934985317419659,0.8115553500433175,0.12282003878234364,0,325.0,250,75.0
erlotinib,cvcl_1612,0.15227479514529318,0.21635850521997912,0.1227117094741382,0,300.0,250,50.0
paclitaxel,cvcl_1307,0.6248950769405515,0.49485979947443604,0.12262892650387953,0,150.0,250,100.0
plx4720,cvcl_1130,0.3440028910359657,0.3518562386181272,0.12229228960026937,0,,250,
topotecan,cvcl_1051,0.4000888199760625,0.3218300787351819,0.12225857330114252,0,150.0,250,100.0
lapatinib,cvcl_1074,0.5366326095655812,0.4494503020748968,0.12215529771471002,0,500.0,250,250.0
paclitaxel,cvcl_1553,0.5100014065325099,0.3856694314387149,0.12179308220132165,0,200.0,250,50.0
crizotinib,cvcl_6774,0.007423925012495114,0.09591645509500779,0.12171888518800116,0,200.0,250,50.0
pd0325901,cvcl_1036,0.4355491693908279,0.5213579341250391,0.12171682124313504,0,300.0,250,50.0
topotecan,cvcl_1231,0.17721840409690048,0.2486144904893014,0.1216770727259546,0,300.0,250,50.0
topotecan,cvcl_1361,0.2844375200205518,0.16296388865282607,0.12158759884809406,0,400.0,250,150.0
topotecan,cvcl_1818,0.5500425043138901,0.4387236054333312,0.12141012927989067,0,2000.0,250,1750.0
nutlin3,cvcl_0132,0.007081942151406229,0.11809104113845315,0.12120538292065264,0,,250,
sorafenib,cvcl_1311,0.07549159265215444,0.07199667564148526,0.1211820539663407,0,625.0,250,375.0
topotecan,cvcl_1479,0.17226219447520386,0.11653607278915301,0.12116319156056546,0,625.0,250,375.0
palbociclib,cvcl_1170,0.19437832288276025,0.11985269773252194,0.12105688054111606,0,200.0,250,50.0
crizotinib,cvcl_2061,0.06645093418665682,0.10051344351277558,0.12100465802175986,0,325.0,250,75.0
paclitaxel,cvcl_0320,0.7694167664057886,0.6455265293562642,0.12081613483764533,0,200.0,250,50.0
pd0325901,cvcl_1105,0.29041154488860066,0.18083992016336392,0.12054030676605659,0,150.0,250,100.0
topotecan,cvcl_1097,0.24300152593356716,0.295711816253002,0.12040942394314219,0,762.5,250,512.5
lapatinib,cvcl_1229,0.10337844484548075,0.014982183439092411,0.12039333012137073,0,625.0,250,375.0
nilotinib,cvcl_4649,0.17348059736800225,0.09175410472964995,0.12035219448329651,0,300.0,250,50.0
topotecan,cvcl_1547,0.15770543399382908,0.13448439147394464,0.12023779784399986,0,1250.0,250,1000.0
pd0325901,cvcl_0132,0.6586944347887291,0.545900039296807,0.12020349390065727,0,150.0,250,100.0
topotecan,cvcl_1823,0.16143495341411473,0.03944219507528279,0.1200484136438498,0,2500.0,250,2250.0
topotecan,cvcl_1805,0.8181261870734051,0.7062474691102741,0.12004494066816332,0,1250.0,250,1000.0
selumetinib,cvcl_0026,0.28393534322190916,0.2232902405817856,0.11944577735859992,0,1250.0,250,1000.0
topotecan,cvcl_0511,0.3939105172421371,0.45212608194327186,0.1194210987751621,0,500.0,250,250.0
topotecan,cvcl_0633,0.3009493043450895,0.3639029423737371,0.11941489961965926,0,200.0,250,50.0
lapatinib,cvcl_1096,0.25964680470332535,0.08344497453978472,0.11928362778018217,0,400.0,250,150.0
sorafenib,cvcl_0418,0.11930839150920647,0.08996750068668025,0.11907795508550476,0,400.0,250,150.0
palbociclib,cvcl_1218,0.06641843187687357,0.038452530115454464,0.11892217412995403,0,150.0,250,100.0
plx4720,cvcl_1361,0.06457212392190337,0.0007688307469537747,0.11856393158290991,0,,250,
topotecan,cvcl_2207,0.6634387032075084,0.6976353296421016,0.11850715457017896,0,2500.0,250,2250.0
crizotinib,cvcl_0626,0.07008814257299689,0.15280212294775264,0.11849798412388714,0,762.5,250,512.5
topotecan,cvcl_0131,0.2869078235305472,0.15405687908058663,0.11846657573307894,0,150.0,250,100.0
topotecan,cvcl_0505,0.03956325252485016,0.16944034286751242,0.11794030353208802,0,1250.0,250,1000.0
erlotinib,cvcl_1347,0.20345492489505457,0.14586372594020058,0.11790760249992657,0,325.0,250,75.0
crizotinib,cvcl_2956,0.08079124490574774,0.07074636432435588,0.11789613747754675,0,300.0,250,50.0
palbociclib,cvcl_1087,0.0068974260873505555,0.03477439640912783,0.117491776008331,0,625.0,250,375.0
paclitaxel,cvcl_1633,0.44104652046455306,0.34635275057494264,0.11746098070961579,0,300.0,250,50.0
crizotinib,cvcl_2213,0.014703649609415503,0.0860713164075968,0.11743818170399134,0,400.0,250,150.0
sorafenib,cvcl_1058,0.2982685936951657,0.22480800976859705,0.11739952727657935,0,1000.0,250,750.0
paclitaxel,cvcl_4647,0.4585179665423945,0.5745121819270688,0.1173631909420637,0,500.0,250,250.0
paclitaxel,cvcl_0324,0.2885538917333179,0.3495260706640202,0.11693840335552853,0,300.0,250,50.0
crizotinib,cvcl_0134,0.12308044133205975,0.16938819845424868,0.11690860806469139,0,250.0,250,0.0
palbociclib,cvcl_1650,0.14248596961096793,0.14219452208136552,0.11674332870915649,0,2500.0,250,2250.0
selumetinib,cvcl_1304,0.11785220973543398,0.2549931439483618,0.11641866423432724,0,325.0,250,75.0
crizotinib,cvcl_2057,0.06459298340130937,0.07420481765850029,0.11626191121051417,0,625.0,250,375.0
paclitaxel,cvcl_1694,0.9166627578821221,0.8005631574671748,0.11603983831986708,0,625.0,250,375.0
selumetinib,cvcl_0039,0.5549744357288606,0.4643078017523701,0.11562366447576183,0,150.0,250,100.0
sorafenib,cvcl_0039,0.03545998077306323,0.07091345848485353,0.11555317464536438,0,150.0,250,100.0
topotecan,cvcl_1169,0.35245502255639527,0.2368029688952764,0.11534729481253544,0,625.0,250,375.0
lapatinib,cvcl_2661,0.24380884812206316,0.2443025645980732,0.11523090888036401,0,325.0,250,75.0
nilotinib,cvcl_0134,0.011848487512573391,0.08061248644022379,0.11519008737804474,0,250.0,250,0.0
topotecan,cvcl_1186,0.4074199966335621,0.4574612951384186,0.11509220065568372,0,300.0,250,50.0
topotecan,cvcl_0471,0.38420863156113816,0.26349459731460945,0.11508514395933435,0,300.0,250,50.0
palbociclib,cvcl_0218,0.11159024077604107,0.16393409987356233,0.11502364354085179,0,700.0,250,450.0
paclitaxel,cvcl_1226,0.12673876317281485,0.06899348241890302,0.1149232156794386,0,150.0,250,100.0
paclitaxel,cvcl_0600,0.37118120562532286,0.2991671433813158,0.11468425704440395,0,150.0,250,100.0
lapatinib,cvcl_1060,0.15422096689012743,0.07617444714937904,0.11455241673792252,0,300.0,250,50.0
lapatinib,cvcl_1761,0.38071375713947997,0.307974701419337,0.11443672969063327,0,100.0,250,150.0
topotecan,cvcl_0333,0.2921577327407827,0.12258482460371722,0.11408519196356039,0,200.0,250,50.0
crizotinib,cvcl_1694,0.1928831999676246,0.13926728959783852,0.1139411503749916,0,625.0,250,375.0
topotecan,cvcl_2104,0.297304702517039,0.3221266897964018,0.11388532430040291,0,300.0,250,50.0
topotecan,cvcl_2891,0.44304085437610374,0.4100206576592501,0.1138793057932471,0,300.0,250,50.0
topotecan,cvcl_1456,0.5610674670090678,0.4610890254335426,0.1137732225875033,0,400.0,250,150.0
crizotinib,cvcl_1092,0.011067753910997014,0.05323595323993946,0.11369281296592587,0,462.5,250,212.5
topotecan,cvcl_1764,0.3836865743484358,0.2701728912922464,0.11353320741540111,0,325.0,250,75.0
palbociclib,cvcl_1320,0.30818986521634184,0.21635897717871555,0.11345362051693893,0,400.0,250,150.0
paclitaxel,cvcl_1630,0.6481528968906715,0.5490650201327828,0.11316171782834127,0,800.0,250,550.0
sorafenib,cvcl_0152,0.07611423353183344,0.056279652181617124,0.1130641662752739,0,1000.0,250,750.0
crizotinib,cvcl_1697,0.07502786597494626,0.07864593336269199,0.11288093873985701,0,325.0,250,75.0
topotecan,cvcl_0134,0.5115271832963959,0.3997889159598199,0.11280838572958139,0,250.0,250,0.0
sorafenib,cvcl_1338,0.10600595584616523,0.07126374298474425,0.11238855985301133,0,400.0,250,150.0
topotecan,cvcl_1424,0.7216104901139095,0.5872948552299008,0.11238660929546963,0,1250.0,250,1000.0
nutlin3,cvcl_0134,0.1001018110168369,0.18411187542406782,0.1123616345986052,0,,250,
topotecan,cvcl_1052,0.301568681380999,0.39220969488141433,0.11234646886508463,0,75.0,250,175.0
sorafenib,cvcl_1139,0.10844425671400626,0.0038126827512694472,0.11233627856894045,0,300.0,250,50.0
crizotinib,cvcl_6c19,0.10569137297091447,0.17033729857815483,0.11219140986974432,0,100.0,250,150.0
lapatinib,cvcl_0292,0.1192487897651544,0.0667048974074087,0.11215832072729784,0,150.0,250,100.0
topotecan,cvcl_1067,0.430445611896904,0.34320079090568456,0.11188529026590083,0,200.0,250,50.0
selumetinib,cvcl_1505,0.3542618705143017,0.2517147890880004,0.11183478401076563,0,250.0,250,0.0
selumetinib,cvcl_0313,0.23321442342737575,0.1352138640634154,0.11176827233031682,0,325.0,250,75.0
erlotinib,cvcl_1107,0.2493967593081322,0.14658393442850193,0.11132756861830874,0,625.0,250,375.0
lapatinib,cvcl_1361,0.049734031358554476,0.05029851084195047,0.11099344359832723,0,400.0,250,150.0
selumetinib,cvcl_1059,0.24046038963589422,0.15812351330718055,0.1106613889936657,0,150.0,250,100.0
nutlin3,cvcl_0023,0.007016967252717499,0.11290429263775215,0.11055668474651069,0,,250,
topotecan,cvcl_0028,0.11052082762239179,0.036197941871913386,0.11040701777495006,0,625.0,250,375.0
selumetinib,cvcl_3084,0.6707399574829745,0.6143486110255816,0.11020954025740025,0,625.0,250,375.0
lapatinib,cvcl_0505,0.24695673860202827,0.08260808456593893,0.11017319517310387,0,1250.0,250,1000.0
topotecan,cvcl_0400,0.11040170428488705,0.22774837010331017,0.11001308925464857,0,200.0,250,50.0
plx4720,cvcl_1806,0.00900410320845979,0.006322947195357087,0.10998947745518453,0,,250,
sorafenib,cvcl_1670,0.09820277653446408,0.04277058921840926,0.10983970895802883,0,625.0,250,375.0
sorafenib,cvcl_1806,0.03840928872045757,0.11294624842043266,0.109753507164423,0,400.0,250,150.0
palbociclib,cvcl_0627,0.11134165937778939,0.22664397568458772,0.10974610029103776,0,625.0,250,375.0
sorafenib,cvcl_1624,0.135054029115248,0.044628976387862784,0.10967318755055758,0,150.0,250,100.0
paclitaxel,cvcl_1783,0.3946655381718529,0.30571585947476554,0.10965059622891292,0,325.0,250,75.0
lapatinib,cvcl_1559,0.2456136256975634,0.2538933196422122,0.1095358747079371,0,325.0,250,75.0
lapatinib,cvcl_2067,0.23385089862097563,0.24646660238504003,0.10925688516559423,0,300.0,250,50.0
topotecan,cvcl_1809,0.29678853773888925,0.16114413885019196,0.1091202911736903,0,325.0,250,75.0
crizotinib,cvcl_0627,0.10729908975979197,0.20611304702464817,0.10906903071532985,0,625.0,250,375.0
erlotinib,cvcl_1640,0.5530767310433489,0.4814789506553251,0.10902435060201987,0,250.0,250,0.0
topotecan,cvcl_1707,0.17011598357482272,0.08758525898002378,0.10900160828369379,0,250.0,250,0.0
crizotinib,cvcl_0026,0.11060067473656965,0.06985233560227011,0.10896968648562398,0,1250.0,250,1000.0
sorafenib,cvcl_0324,0.06475625256696405,0.12281588917870745,0.10894150371197829,0,300.0,250,50.0
plx4720,cvcl_1097,0.26590954863912364,0.3172805548884967,0.10888044313290203,0,,250,
topotecan,cvcl_2786,0.25246253584629286,0.17891903288948574,0.10883166269276898,0,150.0,250,100.0
nilotinib,cvcl_0553,0.009102648564559446,0.051056485210586144,0.10881965599328113,0,400.0,250,150.0
crizotinib,cvcl_0077,0.08982544116727298,0.05795723425313437,0.10874791358188034,0,300.0,250,50.0
crizotinib,cvcl_1355,0.004451905957761126,0.062379009902371996,0.1085815717993553,0,500.0,250,250.0
crizotinib,cvcl_1338,0.2752279783958862,0.15258345399101503,0.10853224251229637,0,400.0,250,150.0
topotecan,cvcl_1375,0.1626810009720775,0.2739082445360468,0.10840287605440381,0,150.0,250,100.0
crizotinib,cvcl_2989,0.07054658993864271,0.1405142908821072,0.10839430474086346,0,300.0,250,50.0
topotecan,cvcl_1612,0.45109377445594456,0.41478165149537216,0.10838360513661299,0,300.0,250,50.0
selumetinib,cvcl_0291,0.1925629459422432,0.07219098343960895,0.108350051045192,0,125.0,250,125.0
nilotinib,cvcl_1805,0.8932796456182461,0.8038018801677574,0.10834776711637648,0,1250.0,250,1000.0
plx4720,cvcl_1559,0.08935286815202959,0.038454486147374345,0.10792326911118405,0,,250,
paclitaxel,cvcl_1048,0.4352662277148548,0.3245886151364592,0.10786644633467124,0,325.0,250,75.0
paclitaxel,cvcl_1697,0.19833949293896935,0.26178032456753375,0.10784216579042648,0,325.0,250,75.0
sorafenib,cvcl_0291,0.02272085679718361,0.08290625819765929,0.10775089503035493,0,125.0,250,125.0
sorafenib,cvcl_1357,0.10639828173058563,0.007098379056063031,0.10728435953769519,0,1250.0,250,1000.0
crizotinib,cvcl_3117,0.005625034937279949,0.040602278894404265,0.10704838520127313,0,300.0,250,50.0
sorafenib,cvcl_0041,0.010940001990584647,0.10067646080171255,0.10703937757922982,0,625.0,250,375.0
crizotinib,cvcl_1325,0.060897719608917544,0.10034458863334139,0.10686013872779053,0,900.0,250,650.0
nutlin3,cvcl_1050,0.07892830528889916,0.12296531868573468,0.10676397330419914,0,,250,
lapatinib,cvcl_1517,0.19091607385960974,0.2347644242855661,0.10660493512922611,0,150.0,250,100.0
nilotinib,cvcl_1417,0.008083035112225967,0.000745232719227662,0.1065393504462923,0,500.0,250,250.0
selumetinib,cvcl_1716,0.2800415728987671,0.19262647339862038,0.10633767096879264,0,325.0,250,75.0
selumetinib,cvcl_1531,0.4694126875717456,0.3340029791893325,0.10620126737818479,0,150.0,250,100.0
paclitaxel,cvcl_1107,0.7618729365780963,0.6941692978649905,0.10596903449532921,0,625.0,250,375.0
sorafenib,cvcl_1633,0.08547932323269813,0.03681295793583772,0.10577511924330323,0,300.0,250,50.0
crizotinib,cvcl_2034,0.04054648946871087,0.08382564531052561,0.10563486089444425,0,625.0,250,375.0
lapatinib,cvcl_0291,0.006431639578998838,0.02043138076256079,0.10559446812975527,0,125.0,250,125.0
selumetinib,cvcl_0434,0.2545278846731921,0.14583409099520594,0.10529117642342489,0,250.0,250,0.0
paclitaxel,cvcl_4649,0.5982145261221312,0.6508615752719432,0.10510511716374366,0,300.0,250,50.0
lapatinib,cvcl_1685,0.1696420354724184,0.1601552313713306,0.10509304039512976,0,800.0,250,550.0
paclitaxel,cvcl_1559,0.3746520841520139,0.27320490939943476,0.10502742101813867,0,325.0,250,75.0
crizotinib,cvcl_0539,0.11196651773372279,0.03614736250112005,0.1049367567165256,0,500.0,250,250.0
crizotinib,cvcl_1577,0.07857298424610593,0.0012116121870069385,0.1048506113320406,0,300.0,250,50.0
selumetinib,cvcl_1644,0.35649294114850294,0.27696476124047387,0.10474593299610584,0,625.0,250,375.0
crizotinib,cvcl_1561,0.0524241282000395,0.051660971911109854,0.10463600387507031,0,500.0,250,250.0
selumetinib,cvcl_2891,0.3483696951359705,0.23504715361669337,0.1044240837394081,0,300.0,250,50.0
nutlin3,cvcl_1067,0.0566492608650182,0.14709362373179868,0.10441554534202754,0,,250,
paclitaxel,cvcl_2989,0.916726813682222,0.8091378164014558,0.10434616281855413,0,300.0,250,50.0
crizotinib,cvcl_1805,0.26733126334994384,0.3755770933955369,0.10414305271899436,0,1250.0,250,1000.0
sorafenib,cvcl_0179,0.02136344449197769,0.09598962035693182,0.10413154105102092,0,1250.0,250,1000.0
lapatinib,cvcl_1790,0.14963104205846933,0.09225893713655353,0.10402638906900127,0,625.0,250,375.0
